ProjectID,Comments
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Added standalone cmake files for Celix Promise impl and updated some of the review comments.
11367080,    Add an promise example and update readme
11367080,    Updates promise impl.
11367080,    Improve promises tests and add some minimal readme.md file
11367080,    Add page titles to documentation
11367080,    Adds an experimental dir to the Celix project and moves some bundles to that dir (#56)
11367080,    
11367080,"    Currently more stable and unstable bundles are in the same dir, to make a more clear distinction what is considered really unstable/experimental the misc/experimental dir can be used."
11367080,    Resolved typos
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-343: Fix some issues in config admin. Among others unbind configuration when bundles are removed
11367080,    CELIX-77: Update config_admin implementation
11367080,    Add page titles to documentation
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Adds missing 'EXPORT celix' to some install_celix_bundle commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-417: Initial refactoring for CMake usage
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    HTTP admin build fix and typo resolved
11367080,    Updates the HTTP Admin config properties and adds resource urls info to the http_admin_info service.
11367080,    
11367080,    The HTTP Admin properties did not contain any prefixes.
11367080,"    This is the case for many bundle config properties, but for config property we try to have an explicit prefix."
11367080,    For HTTP Admin this is now CELIX_HTTP_ADMIN.
11367080,    
11367080,    Also adds support for configured the num of threads used in civetweb (now default 4).
11367080,    Added HTTP/websocket admin with civetweb as server.
11367080,    Add page titles to documentation
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Resolved typos
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Adds missing 'EXPORT celix' to some install_celix_bundle commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-417: Initial refactoring for CMake usage
11367080,    CELIX-415: Refactors shell tui and ads support for configuring and detecting if ANSI control sequences are useable
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Adds missing 'EXPORT celix' to some install_celix_bundle commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,"    CELIX-417: Refactor for CMake usage in RSA, PSA and Docker. mostly trying to identify the api and common libraries"
11367080,    CELIX-417: Initial refactoring for CMake usage
11367080,    CELIX-415: Small improvement in signal handling and use of colors in the shell commands
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Enables the websocket admin in http admin by default. Updates the web based shell ui example and promotes it to shell_wui and adds a new http example
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Updated develop -> master
11367080,    Fixed broken links in RSA description
11367080,    Updated docs and tests to include DISCOVERY_CFG_POLL_TIMEOUT
11367080,    Resolved typos
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-141: Adds documentation path for remote services
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,"    CELIX-330: add README, describing topology manager"
11367080,    Add page titles to documentation
11367080,    CELIX-460: Updates logging of pubsub etcd to include more information
11367080,    Adds support for logging call (in serialized form) for the RSA DFI.
11367080,    Add page titles to documentation
11367080,    Resolved typos
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Refactors cmake usage of pubsub and rsa. Started with installing exported targets
11367080,"    CELIX-417: Refactor for CMake usage in RSA, PSA and Docker. mostly trying to identify the api and common libraries"
11367080,    CELIX-352: Added support for an framework extender path to load descriptors from the framework bundle.
11367080,"    CEIX-330: Add Readme, describing the commonly used RSA code"
11367080,    Add page titles to documentation
11367080,    Resolved typos
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Refactors cmake usage of pubsub and rsa. Started with installing exported targets
11367080,"    CELIX-417: Refactor for CMake usage in RSA, PSA and Docker. mostly trying to identify the api and common libraries"
11367080,    CELIX-352: Added support for an framework extender path to load descriptors from the framework bundle.
11367080,"    CEIX-330: Add Readme, describing the commonly used RSA code"
11367080,    Add page titles to documentation
11367080,    CELIX-460: Updates logging of pubsub etcd to include more information
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: Add minmal discovery_etcd description
11367080,    Add page titles to documentation
11367080,    Feature/refactored logging service (#209)
11367080,    
11367080,     celix log service refactoring
11367080,    
11367080,    Also disables the use of service tracker shutdown threads and updates the logging tests to increase test coverage.
11367080,    
11367080,    Closing a service tracker was done on a separate shutdown thread.
11367080,    This was expensive and needed because of locking issue in the framework for service listeners.
11367080,    Service listener callbacks are now called outsize of a lock and as result the shutdown threads
11367080,    should not be needed anymore.
11367080,"    For now, the old behaviour is still available with a compiler flag"
11367080,    (CELIX_SERVICE_TRACKER_USE_SHUTDOWN_THREAD)
11367080,    
11367080,    Adds additional callbacks when service hooks are added/removed from the service registry.
11367080,    
11367080,    This now means that a serviceTrackerTracker will retro actively trigger event for already
11367080,    added service listeners and will trigger remove event for existing service listeners if a
11367080,    service tracker tracker is stopped.
11367080,    Add page titles to documentation
11367080,    Feature/refactored logging service (#209)
11367080,    
11367080,     celix log service refactoring
11367080,    
11367080,    Also disables the use of service tracker shutdown threads and updates the logging tests to increase test coverage.
11367080,    
11367080,    Closing a service tracker was done on a separate shutdown thread.
11367080,    This was expensive and needed because of locking issue in the framework for service listeners.
11367080,    Service listener callbacks are now called outsize of a lock and as result the shutdown threads
11367080,    should not be needed anymore.
11367080,"    For now, the old behaviour is still available with a compiler flag"
11367080,    (CELIX_SERVICE_TRACKER_USE_SHUTDOWN_THREAD)
11367080,    
11367080,    Adds additional callbacks when service hooks are added/removed from the service registry.
11367080,    
11367080,    This now means that a serviceTrackerTracker will retro actively trigger event for already
11367080,    added service listeners and will trigger remove event for existing service listeners if a
11367080,    service tracker tracker is stopped.
11367080,    Add page titles to documentation
11367080,    Added missing copyright headers & updated references to PSA_ZMQ in PSA_NANOMSG
11367080,    
11367080,    Fixed formatting for copyright headers as well in other pubsub components
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Adds missing 'EXPORT celix' to some install_celix_bundle commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-417: Initial refactoring for CMake usage
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Added missing copyright headers & updated references to PSA_ZMQ in PSA_NANOMSG
11367080,    
11367080,    Fixed formatting for copyright headers as well in other pubsub components
11367080,    Added support to specify a CIDR range in PSA_IP
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Added missing copyright headers & updated references to PSA_ZMQ in PSA_NANOMSG
11367080,    
11367080,    Fixed formatting for copyright headers as well in other pubsub components
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Added missing copyright headers & updated references to PSA_ZMQ in PSA_NANOMSG
11367080,    
11367080,    Fixed formatting for copyright headers as well in other pubsub components
11367080,    Added support to specify a CIDR range in PSA_IP
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Refactor TcpAdmin and add interfacing for VectorIoSerialisation (#172)
11367080,    
11367080,    * Refactor TcpAdmin and add interfacing for VectorIoSerialisation
11367080,    * Create pubsub_utils package and move pubsub_utils_match to endpoint
11367080,    CELIX-410: Fixes the test setup for pubsub.
11367080,    
11367080,    For now also disable the UPD MC test. This needs fixing.
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    Changed ZMQ blocking read to non-blocking read to prevent lock up when all publishers are removed
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    Adapted pubsub readme with ZMQ Security tips
11367080,    Improved pubsub readme
11367080,    Improved pubsub readme
11367080,    CELIX-389: Refactors pubsub.
11367080,    
11367080,"    Moves sources from celix-pubsub/pubsub to pubsub and  celix-pubsub/cmake to cmake. Renames the build option for ZMW to BUILD_PUBSUB_PSA_ZMQ, so that in the gui the options are next to each other. Uses etcdlib as static lib instead of shared lib. Adds the subdirectory pubsub to the root cmake file."
11367080,    CELIX-389: Building PubsubAdminZMQ optional because of the LGPL License
11367080,    
11367080,    Specify build flag 'BUILD_PSA_ZMQ=ON' for building the zeromq pubsubadmin
11367080,    CELIX-389: Adds Celix Publish Subscribe donation.
11367080,    Add page titles to documentation
11367080,    Added missing copyright headers & updated references to PSA_ZMQ in PSA_NANOMSG
11367080,    
11367080,    Fixed formatting for copyright headers as well in other pubsub components
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-389: Refactors pubsub.
11367080,    
11367080,"    Moves sources from celix-pubsub/pubsub to pubsub and  celix-pubsub/cmake to cmake. Renames the build option for ZMW to BUILD_PUBSUB_PSA_ZMQ, so that in the gui the options are next to each other. Uses etcdlib as static lib instead of shared lib. Adds the subdirectory pubsub to the root cmake file."
11367080,    CELIX-389: Adds Celix Publish Subscribe donation.
11367080,    Add page titles to documentation
11367080,    Resolved typos
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    Fixed incorrect markdown format
11367080,    CELIX-389: Refactors pubsub.
11367080,    
11367080,"    Moves sources from celix-pubsub/pubsub to pubsub and  celix-pubsub/cmake to cmake. Renames the build option for ZMW to BUILD_PUBSUB_PSA_ZMQ, so that in the gui the options are next to each other. Uses etcdlib as static lib instead of shared lib. Adds the subdirectory pubsub to the root cmake file."
11367080,    CELIX-389: Adds Celix Publish Subscribe donation.
11367080,    Add page titles to documentation
11367080,    Resolved typos
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Adds missing 'EXPORT celix' to some install_celix_bundle commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-417: Initial refactoring for CMake usage
11367080,    CELIX-415: Small improvement in signal handling and use of colors in the shell commands
11367080,    CELIX-415: Refactors shell tui and ads support for configuring and detecting if ANSI control sequences are useable
11367080,    CELIX-382: Fixes incorrect links between readme.md files
11367080,    CELIX-368: Adds intro documentation. Refactors some doc names / links
11367080,    CELIX-368: Adds readme for C++ Dependency Manager
11367080,    CELIX-368: Updates some small issues in the documentation of dep man
11367080,    CELIX-368: Adds documentiation the dependency manager headers
11367080,    CELIX-368: Small update for the dep man readme
11367080,    CELIX-368: Adds a readme for the dependency manager
11367080,    Add page titles to documentation
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-446: Adds a test for race condition issues for unregistering and using services and fixes the issue.
11367080,    
11367080,    - Renames DeplocPackaing to ContainerPackaging
11367080,    - Adds celix_launcher api documentation.
11367080,    - Adds support for multiple run level for auto starting bundles and adds support for the property names CELIX_AUTO_START_<num>.
11367080,    - Update documentation for docker Celix CMake commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    Add page titles to documentation
11367080,    Added support to specify a CIDR range in PSA_IP
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-330: add some documentation describing cmake option and properties
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-282: Update for licence info C Thread Pools
11367080,    CELIX-77: add threadpool support
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Initial refactoring for CMake usage
11367080,    CELIX-281: Moved fmemopen/open_memstream to utils. Added usage of open_memstream to bonjour shell for OSX.
11367080,    CELIX-309: Move dfi to top-level subdir
11367080,    CELIX-237: Moved dynamic function interface under remote_service_admin_dfi
11367080,    Reversed memstream/fmemopen source to orignal source not explicitlty stating License
11367080,    Add page titles to documentation
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-417: Adds missing 'EXPORT celix' to some install_celix_bundle commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-417: Initial refactoring for CMake usage
11367080,    CELIX-382: Fixes a small typo
11367080,    CELIX-382: Fixes incorrect links between readme.md files
11367080,"    CELIX-370: Updates C++ DM API. A small diversion from the Java API, too make it more natural for C++"
11367080,    CELIX-370: Adds -fno-rtti and -fno-exception to the C++ dep man + examples. Adds (using ifdef) no exception no rtti support.
11367080,    
11367080,    Small updates:
11367080,    - Documents that C++11 is required
11367080,"    - Updates dm command, now also prints provided properties for the dm component services"
11367080,    - Adds adding properties/filter for service.lang to C dep man.
11367080,    - Adds CELIX_FRAMEWORK_SERVICE_LANGUAGE to constants.h (also value for C and C++)
11367080,"    - For some services (shell, log_services) add properties 'service.lang=C'."
11367080,    CELIX-368: Adds intro documentation. Refactors some doc names / links
11367080,    CELIX-368: Adds readme for C++ Dependency Manager
11367080,    Add page titles to documentation
11367080,    Updated develop -> master
11367080,    #157 Adds the creation of the CURL::libcurl and Jansson (imported) CMake targets to top level CMakelists.txt file of etcdlib
11367080,    Resolved typos
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    Fixed incorrect markdown format
11367080,    CELIX-385: Added README for etcdlib
11367080,    Add page titles to documentation
11367080,    Document improvements
11367080,    Resolved typos
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    Add page titles to documentation
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-449: Restructure of some parts of the documentation to make it easier to integrate with the celix-site.
11367080,    CELIX-412: Updates building and getting started documentation
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    Fixed incorrect markdown format
11367080,    CELIX-378: Moves install dir of cpputest and jansson to /usr/local instead of /usr
11367080,"    CELIX-368: Updates documentations, fixes issues in generation eclipse launch file"
11367080,    CELIX-368: Upates the documentation. specifically the getting started guide. Fixes some install issue with the C++ dep man
11367080,    CELIX-368: Adds intro documentation. Refactors some doc names / links
11367080,    CELIX-282: Updates the getting starting guide. Small corrections.
11367080,    CELIX-262: Fixes wrong cmake examples in documentation
11367080,    CELIX-335: Fix for small ref typos in documentation
11367080,    CELIX-335: Add and updates building and getting started documentation from the celix site trunk
11367080,    Add page titles to documentation
11367080,    Document improvements
11367080,    Feature/refactored logging service (#209)
11367080,    
11367080,     celix log service refactoring
11367080,    
11367080,    Also disables the use of service tracker shutdown threads and updates the logging tests to increase test coverage.
11367080,    
11367080,    Closing a service tracker was done on a separate shutdown thread.
11367080,    This was expensive and needed because of locking issue in the framework for service listeners.
11367080,    Service listener callbacks are now called outsize of a lock and as result the shutdown threads
11367080,    should not be needed anymore.
11367080,"    For now, the old behaviour is still available with a compiler flag"
11367080,    (CELIX_SERVICE_TRACKER_USE_SHUTDOWN_THREAD)
11367080,    
11367080,    Adds additional callbacks when service hooks are added/removed from the service registry.
11367080,    
11367080,    This now means that a serviceTrackerTracker will retro actively trigger event for already
11367080,    added service listeners and will trigger remove event for existing service listeners if a
11367080,    service tracker tracker is stopped.
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-424: Cleans up the directory structure. Moves all libraries to the libs subdir and all bundles to the bundles subdir
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    Fixed incorrect markdown format
11367080,    CELIX-382: Update version of most compnents and update RELEASE_NOTES to reflect this
11367080,    CELIX-368: Upates the documentation. specifically the getting started guide. Fixes some install issue with the C++ dep man
11367080,    CELIX-368: Updates some wrong links in the documentation
11367080,    CELIX-368: Rewrite of the short Celix intro
11367080,    CELIX-368: Adds intro documentation. Refactors some doc names / links
11367080,    Add page titles to documentation
11367080,    Update the building readme to reflect the minimal requirement for cmake 3.14
11367080,    Fixes typo
11367080,    Updates documentation
11367080,    Update build documentation for Ubuntu. The used FetchContent CMake commands requires cmake 3.11+
11367080,    Updates the building info from ubuntu 14 to 18.04 (#178)
11367080,    
11367080,    * Updates the building info for Ubuntu 18.04
11367080,    #118: Update build readme to reflect correct library deps
11367080,    Resolved typos
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-412: Updates building and getting started documentation
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    Fixed incorrect markdown format
11367080,    CELIX-382: Update git clone command to use master instead of develop branch
11367080,    CELIX-377: Fixes issue with missing ANDROID defined test
11367080,    CELIX-368: Upates the documentation. specifically the getting started guide. Fixes some install issue with the C++ dep man
11367080,    CELIX-368: Small documentation update. (typos)
11367080,    CELIX-368: Adds intro documentation. Refactors some doc names / links
11367080,    CELIX-335: Fix for small ref typos in documentation
11367080,    CELIX-335: Add and updates building and getting started documentation from the celix site trunk
11367080,    Add page titles to documentation
11367080,    Added comment for un-optimized release builds.
11367080,    Updated documentation for bundle filename
11367080,"    Updated cmake files to be able to build and install multiple build types (Debug, Release, etc)."
11367080,"    For Debug, libs are postfixed with ""d"", and bundles and the CelixTargets file with ""Debug""."
11367080,    CELIX-464: Fixes a small layout issues in the cmake command markdown.
11367080,    CELIX-464: Updates CMake command documentation. Also includes the CMake commands documentation as comments in the cmake files.
11367080,    Removing bad character from cmake_commands/README.md
11367080,    Resolved typos
11367080,    CELIX-449: Updated documentation to function with website
11367080,    
11367080,    Broken links resolved as well
11367080,    CELIX-433: Documents the add_celix_container USE_CONFIG option
11367080,    CELIX-433: Adds container option to use the config.properties instead of the now default generated executable
11367080,    CELIX-451: Add celix_bundle_add_files CMake command
11367080,    
11367080,    - Also rename celix_bundle_dir to celix_bundle_add_dir
11367080,"    - Refactors location of some the CMake generated files, so that everything is generated in celix/gen/"
11367080,    CELIX-446: Adds a test for race condition issues for unregistering and using services and fixes the issue.
11367080,    
11367080,    - Renames DeplocPackaing to ContainerPackaging
11367080,    - Adds celix_launcher api documentation.
11367080,    - Adds support for multiple run level for auto starting bundles and adds support for the property names CELIX_AUTO_START_<num>.
11367080,    - Update documentation for docker Celix CMake commands
11367080,    CELIX-412: Add AL info for project markdown files
11367080,    CELIX-412: Refactors usage of add_bundle and add_deploy to add_celix_bundle and add_celix_container
11367080,    CELIX-412: add celix_ version for bundle and container CMake commands
11367080,"    CELIX-414: Adds support for creating a CXX deployment, which will compile a C++ launcer executable and updates the add_deploy documentation"
11367080,"    CELIX-401: Improves the add_docker examples, improves some cmake cleanup configuration and adds an initial  documentation"
11367080,    CELIX-408: Initial commit for adding add_runtime command. Also add some usage for running/testing pubsub
11367080,    Fixed incorrect markdown format
11367080,    CELIX-379: Refactors LAUNCHER option so that it will be used in the created softlink and eclipse launcher file. Also updated add_deploy documentation
11367080,    CELIX-368: Updates some wrong links in the documentation
11367080,    CELIX-335: Add PRIVATE_LIBRARIES documentation for add_bundle command
11367080,    CELIX-335: Fixes typo in the cmake command documentation
11367080,    CELIX-335: Update in cmake command documentation
11367080,    CELIX-335: Update of cmake command docs and added subproject doc.
11367080,    CELIX-335: Add celix cmake command documentation. Add eclipse launcher generation for deployments
11367467,    Update README.md
11367467,    Initial commit
11367563,    Create README.md
11367652,    new readme
11367868,    Update README.md
11367868,    Initial commit
11367874,    cancro: makefiles: fix syntax
11367874,    
11367874,    Change-Id: I65a9abbed90cb6f8734992faf75b2a5e76470b38
11367874,    Signed-off-by: jrizzoli <joey@cyanogenmoditalia.it>
11367874,    update README.md
11367874,    
11367874,    Change-Id: I26e7f5543a679997e68ca5827bb05da0a39c8028
11367874,    First commit
11367874,    
11367874,    Signed-off-by: jrizzoli <joey@cyanogenmoditalia.it>
11368189,    Create README.md
11368399,     Clone of x-stream-0.9
11368790,    msm8974-common: Initial repo
11369326,    updated README.md
11369326,    added screenshots
11369326,    imported project
11370026,    Changed readme to acknowlege make support.
11370026,    Updated readme to aknowledge make support.
11370026,    Added PRA_parseFile and PRA_parseString to replace PRA_firstPosition and PRA_startPosition and PRA_mallocPtree.
11370026,    
11370026,    Also fixed spelling of separator.
11370026,    Added cross-compiling support for building Windows binaries on Linux.
11370026,    Lambdas work now.
11370026,    
11370026,"    I do not plan to add any more features to the Lisp interpreter, but garbage collection still needs to happen."
11370026,    Fixed intstalling slightly
11370026,    Added instructions to readme
11370026,    Improved readme.md and fixed src/parser/parser_combinators.c.
11370026,    
11370026,    Also changed git's core.editor to nano instead of vim so I can actually use it.  i type type type Esc : s q Enter ?
11370026,    Added build success indicator
11370026,    
11370026,    I hope
11370026,    Ptrees now work and are no longer really a WIP.
11370026,    
11370026,"    More utility functions must be added for postprocessing, though.  The problem was that the function `appendPtree()` did not update the parent pointers of its grandchildren if `realloc()` moved its children pointer."
11370026,    initial commit
11370026,    Added license and fixed appendNewPtree/reallocPtree using uninitialized values
11370185,    Fixed list in readme
11370185,    Threadpool readme: wait and free + examples link.
11370185,    Threadpool readme: create and add
11370185,    Put the work function example in another folder.
11370185,    Work function example - added include.
11370185,    Work function example
11370185,    Initial commit
11370468,    mione_plus: disable selinux in the right way
11370468,    
11370468,    Change-Id: I9532cfb3c736621422581e633c3d26c9cf3aec0d
11370468,    Signed-off-by: Tommy Alex <iptux7@gmail.com>
11370468,    mione_plus: remove NFC feature as we don't have NFC
11370468,    
11370468,    Change-Id: Ie3ad7e9c1150841067ce82b5fc0023febeb3004b
11370468,    
11370468,    Conflicts:
11370468,    
11370468,            patches/README.md
11370468,    
11370468,    Signed-off-by: Tommy Alex <iptux7@gmail.com>
11370468,    mione_plus: remove NFC feature as we don't have NFC
11370468,    
11370468,    Change-Id: Ie3ad7e9c1150841067ce82b5fc0023febeb3004b
11370468,    no need this patch any more
11370468,"    no need this patch,check https://github.com/CyanogenMod/android_packages_apps_Settings/commit/8e38552bd6d597034d5238c8fd4a989b09b11838"
11370468,    Merge remote-tracking branch 'origin/cm-11.0' into jb-7.8
11370468,    update patches README
11370468,"    Revert ""mione_plus: add video recording patch"""
11370468,    
11370468,    This reverts commit 16d1d86b729e2ebcf62a61ce5466cbb7578ae170.
11370468,    mione_plus: update patches
11370468,    
11370468,    Change-Id: Id4893c9fafb15ddd3e2fa031549330c0394fd801
11370468,    mione_plus: add video recording patch
11370468,    
11370468,    will be reverted later
11370468,    
11370468,    Change-Id: I46209e14b2c41d21c3fbfd39d7568015d4e0433e
11370468,"    Revert ""mione_plus: add mHeap based screenshot patch"""
11370468,    
11370468,    This reverts commit f113892d910e1a39176f2a37ee8371f669f3e66b.
11370468,    mione_plus: add mHeap based screenshot patch
11370468,    
11370468,    Change-Id: I74b68ec857e23523b1f04befcfb1e0bb1c8a4c27
11370468,    add 'generate patches' section
11370468,    
11370468,    Change-Id: Ia396e198dc874f3ff75bd95290ef21f680a448e3
11370468,    mione_plus: init patches need for cm-11.0
11370468,    
11370468,    Change-Id: I3730b950a17350e3163298b496df4f36d5e1aebe
11370468,    mione_plus: remove kernel-3.4-camera.patch and add audio-caf-build-error.patch
11370468,    
11370468,    Change-Id: I316f23a863408a226bff51d375ccd556be18de58
11370468,    mione_plus: add patch to fix audio-caf build error
11370468,    
11370468,    Change-Id: Iaafd90ff9ba0213d7f5e8694fc21987f560f1d99
11370468,    mione_plus: combine two patch
11370468,    
11370468,    Change-Id: I2d5bc4399aa2abd2826d24414be3ed22a1bb2ac2
11370468,    mione_plus: add softap patch
11370468,    
11370468,    Change-Id: Ib49abaf30de39efb312e3d1f9f9d6794c6aa1cc6
11370468,    mione_plus: combine two patch
11370468,    
11370468,    Change-Id: I89ade64a886692fce3265ec7c41bcbdb1bd5986e
11370468,    mione_plus: add wext combo scan patch
11370468,    
11370468,    Change-Id: I0de4e46baf6f491533512a715c90627005e156c9
11370468,    mione_plus: add patch for kernel 3.4 camera
11370468,    
11370468,    Change-Id: Ia78a08dbf4281b6affa081fc943bd583b776fc50
11370468,    mione_plus: remove camera and softap patches
11370468,    
11370468,    this two is not needed for 3.4 kernel
11370468,    
11370468,    Change-Id: I877df31094560317b0562d252e40120964f81346
11370468,    mione_plus: update README.md for cm-10.1_softap.patch
11370468,    
11370468,    Change-Id: Iaad94d4fe5e6d56245e558fe54f4bf6ea4f7c2ff
11370468,    mione_plus: add patch for softap
11370468,    
11370468,    Change-Id: I1671f83fabafa858a6bab16ca234029d1b969ce4
11370468,    mione_plus: support cpufreq policy on cpu1
11370468,    
11370468,    Change-Id: I2f2a8155e1884d83ec196ed510f38403f2692138
11370468,    add patches for mione_plus
11370468,    
11370468,    Change-Id: I94501b5fe398065259b85dd7c17873abd29d011e
